question,answer
"Chào bác sĩ, Tôi bị viêm họng mãn tính và gần đây khi đã ngủ tôi ngáy rất to, làm ảnh hưởng đến giấc ngủ của người khác. Nhờ bác sĩ tư vấn giúp tôi làm thế nào để giảm việc ngáy to khi ngủ? Cảm ơn bác sĩ rất nhiều!","Chào chị, Bệnh lý ngủ ngáy do nhiều nguyên nhân gây nên: Nguyên nhân từ mũi xoang - các khối u vùng mũi, vòm, nguyên nhân do amidan quá phát, do lưỡi gà dài, do hẹp eo họng, do màn hầu hạ thấp, dị dạng khối xương hàm mặt... Mỗi nguyên nhân có cách điều trị riêng, vì thế chị cần tới thăm khám cùng bác sĩ chuyên khoa để xác định chính xác nguyên nhân gây ra bệnh ngáy, từ đó mới có thể điều trị thành công. Cảm ơn bạn đã đặt câu hỏi cho DICA."
"Chào bác sĩ, Em đột nhiên bị nặng ngực, hơi thở yếu hơn bình thường và kèm theo mệt mỏi và lạnh 2 cánh tay. Sau một lúc nghỉ ngơi, em mới đỡ lại và triệu chứng đó xuất hiện ban đêm. Vậy bác sĩ cho em hỏi nặng ngực kèm hơi thở yếu vào ban đêm có sao không? Em cảm ơn.","Chào bạn, Với câu hỏi “Nặng ngực kèm hơi thở yếu vào ban đêm có sao không?”, bác sĩ xin giải đáp như sau: Bạn có xuất hiện cơn nặng tức vùng trước ngực xuất hiện về đêm nên đến khám ngay bác sĩ tim mạch để tìm nguyên nhân hay gặp như các bệnh lý tim bẩm sinh, bệnh lý động mạch vành. Nếu bạn còn thắc mắc về nặng ngực kèm hơi thở yếu vào ban đêm, bạn có thể đến bệnh viện để kiểm tra và tư vấn thêm. Cảm ơn bạn đã đặt câu hỏi cho DICA. Chúc bạn có thật nhiều sức khỏe. Trân trọng!"
"Chào bác sĩ. Bạn em có hạch ở nách mổ năm 2018 rồi ạ, nhưng nay lại nổi lên và xuất hiện cùng với các triệu chứng mệt mỏi và tràn ngực. Bác sĩ tư vấn cho em được không ạ? Em xin cảm ơn.","Chào em. Hạch là tổ chức lympho xuất hiện ở nhiều vị trí trên cơ thể và có chức năng như hệ miễn dịch của cơ thể. Hạch nách nổi lên kèm đau có thể gặp trong một số trường hợp hợp viêm nhiễm hoặc nặng hơn có thể gặp là ung thư vú. Bạn của em đã có tiền sử mổ hạch nách nhưng bây giờ lại bị tái phát kèm các triệu chứng mệt mỏi và tràn ngực thì em nên khuyên bạn mình tới cơ sở y tế uy tín hoặc các bệnh viện trên toàn quốc để bác sĩ thực hiện một số thăm khám chuyên sâu nhằm tìm ra nguyên nhân và có phác đồ điều trị thích hợp. Cảm ơn em đã tin tưởng, chia sẻ những lo lắng tới Vinmec. Chúc bạn em có nhiều sức khỏe."
"Chào bác sĩ! Bố bị tắc nghẽn phổi, ho nhiều, lâu lâu có sốt và ho kèm theo máu. Bác sĩ cho em hỏi bố nên dùng thuốc nào để điều trị bệnh này tốt nhất ạ? Mong bác sĩ tư vấn giúp em. Em xin cảm ơn.","Chào bạn! Bệnh phổi tắc nghẽn mạn tính (COPD) là một bệnh phổi có thể phòng ngừa và điều trị được. Những người bị COPD phải cố gắng nhiều hơn để thở, điều này có thể dẫn đến khó thở hoặc cảm thấy mệt mỏi ở giai đoạn sớm của bệnh, những người mắc COPD có thể cảm thấy khó thở khi tập thể dục. Khi bệnh tiến triển, có thể khó thở khi thở ra hoặc thậm chí khi hít vào. Bệnh nhân COPD có thể bị viêm phế quản tắc nghẽn, khí phế thũng hoặc cả hai. Về điều trị thì Bệnh phổi tắc nghẽn mãn tính không thể chữa khỏi hoàn toàn, tuy nhiên có nhiều phương pháp để để điều trị, phòng ngừa bệnh phát triển một cách hiệu quả. Đối với phổi tắc nghẽn mãn tính, bác sĩ chuyên khoa sẽ hướng đến mục tiêu điều trị là giảm các triệu chứng của bệnh, đẩy lùi, làm chậm sự phát triển bệnh, cải thiện gắng sức, ngăn ngừa và điều trị biến chứng. Với các phương pháp điều trị hiện nay đang được áp dụng phổ thông như: Cảm ơn bạn đã đặt câu hỏi cho DICA."
"Chào bác sĩ, tôi muốn hỏi mổ thoát vị bẹn phải 21-25mm có thể chọn phương pháp nội soi được không hay phải mổ hở ạ? Cảm ơn bác sĩ!","Chào bạn, thoát vị bẹn có thể lựa chọn mổ hở hoặc nội soi, mỗi phương pháp có ưu và nhược điểm khác nhau, thể bệnh và mức độ thoát vị cũng là một yếu tố góp phần tiên lượng kết quả phẫu thuật thoát vị bẹn. Bạn có thể đến khám chuyên khoa ngoại tiêu hóa để được tư vấn cụ thể nhé. Bạn có thể đưa người nhà đến khám tại bệnh viện trên toàn quốc để bác sĩ tư vấn rõ hơn và đưa ra hướng điều trị phù hợp. Cảm ơn bạn đã đặt câu hỏi cho DICA. Trân trọng!"
"Chào bác sĩ, em bị sốt, cảm giác nóng trong người, nhưng ngoài da mình sờ vào thì rất mát. Người đổ mồ hôi nhiều và mệt mỏi. Đôi lúc buồn nôn, buổi tối khó ngủ. Vậy bác sĩ cho em hỏi, nóng trong người, đổ nhiều mồ hôi kèm mệt mỏi, buồn nôn, khó ngủ là dấu hiệu bệnh gì? Em rất lo lắng, mong bác sĩ tư vấn giúp em ạ. Em cảm ơn.","Chào bạn! Với tình trạng sốt của bạn không biết đã xuất hiện bao lâu? Tuy nhiên, bác sĩ không thể chẩn đoán bệnh dựa hoàn toàn vào triệu chứng. Bạn có thể gặp sốt từ nhẹ đến nặng (virus, vi khuẩn,...). Vì vậy, với thắc mắc “nóng trong người, đổ nhiều mồ hôi kèm mệt mỏi, buồn nôn, khó ngủ là dấu hiệu bệnh gì?” Bác sĩ khuyên bạn nên đi khám chuyên khoa để bác sĩ kiểm tra và xét nghiệm cần thiết cho chẩn đoán bệnh nhé. Bạn có thể đến tại các bệnh viện để bác sĩ tư vấn cụ thể hơn. Cảm ơn bạn đã đặt câu hỏi cho DICA. Trân trọng!"
"Chào bác sĩ, Mấy ngày hôm nay em đều bị có đờm đặc trong cổ họng gây vướng khi nuốt. Sáng sớm đờm đặc quánh đến buồn nôn. Đờm màu trong suốt, có ho. Bác sĩ cho em hỏi đờm đặc quánh trong cổ họng gây nuốt vướng dấu hiệu bệnh gì? Cảm ơn bác sĩ tư vấn.","text: Chào bạn, Với câu hỏi “Đờm đặc quánh trong cổ họng gây nuốt vướng dấu hiệu bệnh gì?”, bác sĩ giải đáp như sau: Đờm là chất nhầy được sinh ra từ các tế bào ở đường hô hấp. Chất dịch nhầy có tác dụng “bẫy” các vật thể từ xâm nhập vào cơ thể theo đường hít thở, sau đó tống ra ngoài để chúng không gây viêm nhiễm cho đường thở. Nhưng khi cổ họng nhiều đờm hơn mức bình thường, thì đó là biểu hiện của một số vấn đề sức khỏe như: Cảm cúm, cảm lạnh, hen suyễn, trào ngược dạ dày, viêm phế quản, viêm phổi, viêm amidan,... Vì vậy, bạn nên đi khám Tai mũi họng kiểm tra xem nguyên nhân có đờm là do đâu và có phương án điều trị thích hợp. Nếu bạn còn thắc mắc về việc đờm đặc quánh trong cổ họng gây nuốt vướng, bạn có thể đến cơ sở y tế thăm khám và điều trị sớm. Cảm ơn bạn đã đặt câu hỏi cho DICA. Chúc bạn có thật nhiều sức khỏe. Trân trọng!"
"Chào bác sĩ. Em đã bị viêm tai giữa nhiều năm và đã thử qua nhiều phương pháp, nhưng vẫn không thể trị khỏi bệnh. Vậy có cách nào điều trị dứt điểm viêm tai giữa không? Cảm ơn bác sĩ. Câu hỏi ẩn danh Chào bác sĩ. Em bị viêm tai giữa cho em cách chữa trị tại nhà. Cảm ơn bác sĩ. Chào bác sĩ. Em bị bệnh viêm tai giữa có mưng mủ lâu ngày mà đi bệnh viện cam ranh đây uống thuốc hoài mà không hết được nên em xin lời tư vấn từ bác sĩ ạ ( mong bác sĩ gửi câu trả lời qua gmail ạ ). Em cảm ơn bác sĩ.","Chào bạn. Viêm tai giữa có rất nhiều thể bệnh bạn nhé. Với mỗi thể bệnh, mỗi giai đoạn điều trị khác nhau, sẽ có phương pháp chữa trị không giống nhau. Thông thường, phương pháp điều trị nội khoa được áp dụng nhiều nhất. Kháng sinh uống là thuốc được lựa chọn điều trị, nhưng việc chọn lựa kháng sinh cần dựa trên kiến thức về vi khuẩn thường gặp trong viêm tai giữa. Còn nếu như trị kháng sinh không hiệu quả sẽ phải chích rạch màng nhĩ để đặt ống thông nhĩ, cũng như còn nhiều phương pháp chữa trị khác tuỳ thuộc tình trạng bệnh nhân. Trân trọng."
"Hỏi Chào bác sĩ, Em hay bị đau nửa đầu bên phải. Em đi chụp X quang mà não bình thường. Vậy bác sĩ cho em hỏi kỹ thuật chẩn đoán hình ảnh nào tìm nguyên đau nửa đầu bên phải? Em cảm ơn bác sĩ.","Chào bạn, Với câu hỏi “Kỹ thuật chẩn đoán hình ảnh nào tìm nguyên đau nửa đầu bên phải?”, bác sĩ xin giải đáp như sau: Chụp Xquang sọ thì sẽ chỉ đánh giá được phần xương sọ và gián tiếp đánh giá được một phần xoang, chứ không đánh giá được phần lớn các vấn đề ở vùng đầu mặt, sọ não, dây thần kinh, mạch máu,.... Nếu bạn bị đau nửa đầu bên phải thì thường có một số nguyên nhân thường gặp như đau đầu căng cơ, bệnh về mắt, tai, thần kinh, mạch máu, nhu mô não,... Vì vậy, bạn nên chụp cộng hưởng từ sọ não, mạch não để tìm các bất thường nếu có. Cũng có thể trên hình ảnh không phát hiện bất kỳ bất thường nào. Khi đó bác sĩ chuyên khoa sẽ có cơ sở để điều trị theo hướng phù hợp nhất cho bạn. Nếu bạn còn thắc mắc về đau nửa đầu bên phải, bạn có thể đến bệnh viện để kiểm tra và tư vấn thêm. Cảm ơn bạn đã đặt câu hỏi cho DICA. Chúc bạn có thật nhiều sức khỏe. Trân trọng!"
"Chào bác sĩ, Gần đây, em có triệu chứng sáng dậy là hay bị chảy nước mũi, nuốt nước bọt có cảm giác hơi khó nuốt, thi thoảng có dấu hiệu ho mà vài 3 tiếng kèm theo mỗi lần ho là buồn nôn. Bác sĩ cho em hỏi chảy nước mũi kèm ho buổi sáng là bệnh gì? Em cảm ơn bác sĩ.","Chào bạn, Với câu hỏi “Chảy nước mũi kèm ho buổi sáng là bệnh gì? ”, bác sĩ xin giải đáp như sau: Tình trạng của bạn thường là do viêm mũi vận mạch có dấu hiệu như viêm mũi dị ứng nhưng không phải do dị nguyên gây nên. Một số kích thích như thay đổi thời tiết, thay đổi độ ẩm làm bệnh tăng lên. Bạn nên vệ sinh mũi họng bằng nước muối sinh lý, hạn chế nằm điều hòa, chú ý đảm bảo độ ẩm, nếu tình trạng ngạt mũi nhiều, ho tăng lên, nhiều đờm, đau nhức vùng hàm mặt thì nên đi khám. Nếu bạn còn thắc mắc về chảy nước mũi, bạn có thể đến bệnh viện để kiểm tra và tư vấn thêm. Cảm ơn bạn đã đặt câu hỏi cho DICA. Chúc bạn có thật nhiều sức khỏe. Trân trọng!"
"Chào bác sĩ, con trai em sinh năm 2008 và hai hôm nay, em phát hiện vùng ngực của cháu nổi cục và đau. Thưa bác sĩ, bé trai đau và nổi cục vùng ngực là biểu hiện của dậy thì hay bệnh lý khác ạ? Em cảm ơn ạ.","Chào bạn! Bình thường sự thay đổi của bé trai khi dậy thì bắt đầu từ việc phát triển tinh hoàn, dương vật tăng trưởng, phát triển của lông mu xung quanh tinh hoàn và dương vật. Ngoài ra, chúng ta còn thấy rõ ở việc các bé trai tăng trưởng chiều cao nhanh chóng, thay đổi giọng nói và khuôn mặt, rõ nhất là giọng nói càng ngày trở nên ồm và vang hay còn gọi là vỡ giọng, mụn trứng cá xuất hiện nhiều... Do đó, hiện tượng vùng ngực con nổi cục và đau có thể không phải dậy thì mà phản ánh một vấn đề khác về sức khỏe: va chạm gây chấn thương vú, áp xe vùng vú và cơ ngực lớn... Tuy nhiên để có thể chẩn đoán được chính xác, bác sĩ khuyên bạn nên đưa con đến bệnh viện để được bác sĩ kiểm tra, phát hiện nguyên nhân đau và nổi cục ở bé trai và có những tư vấn chuyên sâu. Cảm ơn bạn đã đặt câu hỏi cho DICA. Trân trọng!"
"Chào bác sĩ, hay ho khan, Đau râm ran ngực phải, không kèm tức ngực hay khó thở là bệnh gì? Mong bác sĩ tư vấn giúp. (Võ Thị Kiều Lý (1985))","Chào bạn, Các triệu chứng bạn mô tả có thể gặp trong bệnh lý về phổi, thần kinh liên sườn, tiêu hóa (gan, mật). Do đó, bác sĩ chưa thể đưa ra chẩn đoán chính xác được trong trường hợp này. Bạn có thể đến gặp bác sĩ tại các cơ sở Y tế uy tín hoặc bệnh viện trên toàn quốc để được thăm khám và kết luận nhé. Cảm ơn bạn đã đặt câu hỏi cho DICA. Trân trọng!"
Thưa bác sĩ. Bác sĩ giải đáp giúp em chỉ số đường huyết bao nhiêu thì được gọi là tiểu đường? Cảm ơn bác sĩ đã chia sẻ thông tin giúp em.,"Chào Hiền. Tiêu chuẩn để chẩn đoán bệnh đái tháo đường là : Để có đánh giá chính xác về tình trạng sức khỏe bản thân, bạn nên đến trung tâm y tế, bệnh viện để thăm khám. Bác sĩ sẽ dựa vào kết quả thực để đưa ra hướng điều trị chuyên sâu giúp bạn. Bạn cũng có thể đăng ký khám tại bệnh viện để được trải nghiệm những dịch vụ cùng chất lượng thăm khám tốt nhất. Cảm ơn bạn đã đặt câu hỏi cho DICA."
"Em chào bác sĩ. Em là một vận động viên thể hình, năm nay em 26 tuổi, cao 178cm, cân nặng 97kg. Xin hỏi bác sĩ, làm thế nào để biết bị thừa cân béo phì hay không? Em cảm ơn. 

Cleaned version: Em chào bác sĩ. Em là một vận động viên thể hình, năm nay em 26 tuổi, cao 178cm, cân nặng 97kg. Xin hỏi bác sĩ, làm thế nào để biết bị thừa cân béo phì hay không? Em cảm ơn.","Chào bạn. Bạn là một vận động viên thể hình, việc thường xuyên sử dụng các bài tập sức đề kháng tăng dần để kiểm soát và phát triển cơ bắp cho mục đích thẩm mỹ và sức khỏe. Để đánh giá mức độ béo phì, người ta thường dựa vào chỉ số khối cơ thể, cũng gọi là chỉ số thể trọng - thường được biết đến với tên viết tắt BMI theo tên tiếng Anh: Body Mass Index, là một cách nhận định cơ thể của một người là gầy hay béo bằng một chỉ số. Chỉ số này do nhà khoa học người Bỉ Adolphe Quetelet đưa ra năm 1832. Cách tính chỉ số khối cơ thể của một người là trọng lượng (kg) chia cho bình phương chiều cao (đo theo cm). Con số này có thể tính theo công thức trên hoặc chiếu theo bảng tiêu chuẩn. Cách tính cụ thể như sau: chỉ số khối cơ thể được tính theo công thức BMI (Kg/m2) = W / H2. Theo Tổ chức Y Tế Thế giới, người lớn có BMI trong phạm vi từ 18,50 đến 25,00 là người bình thường. Dưới 18,5 là gầy, từ 25 đến 30,00 là người béo và trên 30 là béo phì. BMI được sử dụng như là một công cụ tầm soát để xác định trọng lượng thích hợp cho người lớn. Tuy nhiên, BMI không phải là công cụ chẩn đoán. Ví dụ, một người có chỉ số BMI cao, để xác định trọng lượng có phải là một nguy cơ cho sức khoẻ không thì các bác sĩ cần thực hiện thêm các đánh giá khác. Những đánh giá này gồm đo độ dày nếp da, đánh giá chế độ ăn, hoạt động thể lực, tiền sử gia đình và các sàng lọc sức khoẻ khác. Với bạn, có chiều cao 178cm và cân nặng 98kg thì chỉ số BMI của bạn là 30,61. Là thuộc nhóm béo phì độ 1 (theo người bình thường). Tuy nhiên vì cháu là vận động viên thể hình với nhiều khối lượng cơ bắp nên không được xem là béo phì. Mặc dù chỉ số BMI có thể chính xác đối với một phần lớn dân số, nhưng nó không áp dụng đúng với những người tập thể hình, những người có nhiều cơ bắp, không được xem là thừa cân hoặc béo phì. Có vô số lý do khiến BMI không phải là thước đo sức khỏe chính xác như nhiều người trong chúng ta vẫn tin tưởng, nhưng một trong những lý do chính là BMI không thể phân biệt giữa mỡ và cơ. Một kg chất béo chiếm một khối lượng lớn hơn nhiều so với một kg cơ bắp, mặc dù tất nhiên chúng có trọng lượng như nhau. Bác sĩ sẽ có thể xác định thông qua khám sức khỏe xem liệu chế độ tập thể hình của bạn có khiến chỉ số BMI không chính xác đối với bạn hay không. Công thức cho BMI không thể thay đổi, vì vậy những người tập thể hình không nên sử dụng nó như một chỉ số cho bệnh béo phì. Vậy chỉ số BMI thực tế cho một người vận động viên thể thao như thế nào? Theo đó, số đo vòng eo có thể là một chỉ số tốt hơn về sức khỏe. Vòng eo lớn hơn 40 inch đối với nam giới hoặc 35 inch đối với phụ nữ có thể là dấu hiệu cho thấy bạn có quá nhiều mỡ nội tạng hoặc trong bụng. Đối với người tập thể hình, đo thành phần cơ thể của bạn hoặc tỷ lệ khối lượng cơ so với khối lượng chất béo, hoặc tỷ lệ mỡ cơ thể là thước đo chính xác hơn về sức khỏe. Khối lượng nạc bao gồm trọng lượng cơ, xương, cơ quan và dịch. Thang đo lượng mỡ cơ thể cung cấp một ước tính sơ bộ về lượng mỡ cơ thể của bạn. Để biết các biện pháp chính xác hơn, bạn hãy tham khảo ý kiến ​​của một chuyên gia thể dục để được đo bằng thước đo mỡ cơ thể hoặc trải qua cân nặng dưới nước hoặc quét tia X trong môi trường y tế. Nếu có gì còn thắc mắc về vấn đề “Làm thế nào để biết bị thừa cân béo phì hay không?” Bạn có thể đến tại các bệnh viện để bác sĩ tư vấn cụ thể hơn. Cảm ơn bạn đã đặt câu hỏi cho DICA. Trân trọng."
"Chào bác sĩ, bác sĩ cho em hỏi, xét nghiệm nước tiểu 11 thông số kết quả glucose cho kết quả NORM có nghĩa là gì ạ. Em cảm ơn bác sĩ.","Chào bạn, cảm ơn bạn đã gửi câu hỏi tới Hệ thống Y tế Vinmec. Bạn nên cho bác sĩ xem toàn bộ kết quả xét nghiệm này vì các con số sẽ có những liên quan với nhau. Chữ viết tắt cũng tùy từng nơi. Có thể chữ NORM mà bạn nói đến là NORMAL nghĩa là bình thường. Bạn có thể hỏi lại trực tiếp phòng xét nghiệm đã trả kết quả xét nghiệm này cho bạn. Thân chào bạn!"
"Chào bác sĩ, Cháu năm nay 19 tuổi. Khi đi siêu âm tuyến giáp ở cổ thì kết quả siêu âm là tuyến giáp có kích thước 19×17×31mm; mật độ: 2 thùy echo dày, đồng nhất; không thấy sang thương khu trú; tuyến mang tai hai bên và tuyến dưới hàm hai bên: Cấu trúc và kích thước bình thường; góc hàm 2 bên có hạch echo kém, còn rốn hạch kích thước 15×6mm. Vậy bác sĩ cho cháu hỏi siêu âm tuyến giáp có kích thước 19x17x31mm có sao không? Tuyến giáp ở cổ em có vấn đề gì không? Em cảm ơn bác sĩ.","Chào bạn, Với câu hỏi “Siêu âm tuyến giáp có kích thước 19x17x31mm có sao không?”, bác sĩ xin giải đáp như sau: Theo như thông tin bạn cung cấp thì tuyến giáp của bạn có kích thước 19x17x31 mm, tương đương thể tích 5ml, kích thước đo như trên thường là của một thùy của tuyến, nếu kích thước thùy còn lại của bạn cũng tương đương như vậy thì tuyến giáp của bạn có kích thước trong giới hạn bình thường. Tuyến giáp của bạn có echo dày, đồng nhất, không có sang thương khu trú – đây là đặc điểm bình thường về hình thái và cấu trúc của tuyến giáp. Vùng dưới hàm của bạn có vài hạch còn cấu trúc rốn hạch và đường kích trục ngắn kích thước 6mm – các hạch này có đặc điểm hướng tới hạch lành tính. Các hạch với đặc điểm trên ở vùng dưới hàm, góc hàm hai bên rất thường gặp trên siêu âm và có thể thấy trên cả những người không có triệu chứng hay bệnh lý gì khác. Vì vậy, dựa trên các thông tin bạn cung cấp, tôi thấy rằng tuyến giáp của bạn đang có kích thước, hình thái và cấu trúc bình thường, cũng như không có vấn đề gì đáng ngại về các hạch vùng dưới hàm hai bên. Nếu bạn còn thắc mắc về siêu âm tuyến giáp có kích thước 19x17x31mm, bạn có thể đến bệnh viện để kiểm tra và tư vấn thêm. Cảm ơn bạn đã đặt câu hỏi cho DICA. Chúc bạn có thật nhiều sức khỏe. Trân trọng!"
"Chào bác sĩ! Mẹ em bị tiểu đường đã hơn 5-6 năm rồi. Mỗi ngày đều dùng thuốc để điều trị và hiện nay đã biến chứng qua suy thận giai đoạn 3. Lâu lâu mẹ em bị sốt và không tiểu được phải đưa đến bệnh viện điều trị. Bác sĩ cho em hỏi khi bị suy thận do biến chứng của tiểu đường thì có cách nào để điều trị không ạ? Và em muốn xin tham khảo thêm về những loại thức ăn, đồ uống phù hợp với loại bệnh này ạ. Em xin cảm ơn ạ.",Error
"Cho em hỏi, vết thương bị hàng rào móc làm do da bị rách gần bắp tay lủng lỗ bự. Nay vết thương điều trị bệnh viện, sau 2 ngày điều trị thay băng và rửa vết thương nhà thuốc tư hơn 10 ngày không khỏi bây giờ sau điều trị 10 ngày vết thương ở tay bị hoại tử nên chăm sóc và ăn uống thế nào? Cảm ơn bác sĩ đã tư vấn giúp em.","Chào bạn. Qua như bạn mô tả vết thương ở tay của bạn hơn 10 ngày điều trị nhưng không khỏi và hoại tử thì đã có vấn đề rồi. Vấn đề ở đây là vết thương của bạn điều trị chưa tốt hay bạn có bệnh nền kèm theo nhưng không phát hiện và điều trị làm cho vết thương lâu lành. Bạn đã khâu vết thương tại bệnh viện nhưng 2 ngày sau đó bạn không tái khám lại mà ra nhà thuốc tư để thay băng và rửa vết thương. Trong quá trình rửa vết thương không biết bạn sử dụng nước rửa gì, vì có loại nước rửa sẽ làm vết thương lâu lành, nên những loại nước rửa đó chỉ sử dụng lần đầu để sát trùng vết thương lúc đầu. Sau đó sử dụng nước muối sinh lý natri clorid 0.9% để rửa mỗi ngày 1 lần, giữ vết thương khô ráo và sạch sẽ, không băng ép vết thương quá chặt. Trong quá trình rửa vết thương bạn có uống thuốc theo đơn của bác sĩ ở bệnh viện hay không, trong đó quan trọng là kháng sinh. Ngoài ra, có những bệnh lý kèm theo như đái tháo đường sẽ làm cho vết thương lâu lành. Do vết thương của bạn bây giờ hoại tử nên khám lại bác sĩ ngoại khoa để tìm xem nguyên nhân vết thương lâu lành, trong đó có làm xét nghiệm đường trong máu để xem có bệnh đái tháo đường kèm theo hay không. Còn về vấn đề ăn uống nếu bạn không có bệnh nền gì khác kèm theo thì vẫn ăn uống bình thường. Bạn cũng có thể đến bệnh viện để được bác sĩ kiểm tra và có những tư vấn chuyên sâu về trường hợp sau điều trị 10 ngày vết thương ở tay bị hoại tử nên chăm sóc và ăn uống thế nào? Rất mong có thể gặp bạn tại Vinmec để có những trao đổi cụ thể. Chúc bạn luôn có sức khỏe tốt."
"Chào bác sĩ, Mẹ em năm nay 62 tuổi, phát hiện bệnh tiểu đường khoảng 8 tháng nay. Khoảng 6 tháng nay, Mẹ em không ngủ được, giờ sụt cân, sức yếu nằm 1 chỗ, chân tay run, đi khám nhiều bệnh viện mà tình trạng càng nghiêm trọng. Mong được bác sĩ tư vấn cách thức điều trị run tay chân kèm sụt cân ở người tiểu đường thế nào?","Chào bạn, Với câu hỏi “Điều trị run tay chân kèm sụt cân ở người tiểu đường thế nào?”, bác sĩ giải đáp như sau: Mẹ của bạn có bệnh Đái tháo đường type 2 thì cần phải được khám và theo dõi định kỳ với bác sĩ Nội tiết. Bác sĩ sẽ tùy vào từng bệnh nhân có biến chứng gì hay có các bệnh đi kèm ra sao để đưa ra 1 mục tiêu điều trị với chế độ điều trị có thể sẽ khác nhau ở từng bệnh nhân. Trường hợp của mẹ bạn, bạn nên đưa mẹ đến gặp bác sĩ Nội tiết để được khám và xét nghiệm kiểm tra cụ thể thì mới có chẩn đoán chẩn đoán xác tình trạng bệnh và có hướng điều trị cụ thể được. Nếu bạn còn thắc mắc về việc điều trị run tay chân kèm sụt cân ở người tiểu đường, bạn có thể đến cơ sở y tế thăm khám và điều trị sớm. Cảm ơn bạn đã đặt câu hỏi cho DICA. Chúc bạn có thật nhiều sức khỏe. Trân trọng!"
"Chào bác sĩ! Con trai tôi năm nay 18 tuổi, cháu có dấu hiệu trầm cảm do nghiện game. Rất mong bác sĩ tư vấn cách điều trị bệnh trầm cảm do nghiện game là gì? Tôi xin trân thành cảm ơn.","Chào chị! Chơi game nhiều ảnh hưởng đến sức khỏe tâm thần của người chơi như: Luôn cảm thấy mệt mỏi, cảm giác mất năng lượng hoặc nghỉ ngơi khó lại sức do ngồi chơi game kéo dài và liên tục, buồn chán, bi quan, cảm giác cô đơn, bất an... Các biểu hiện thường thấy khi bị nghiện game như: Chị không nên để tình trạng rối loạn tâm thần do nghiện game này kéo dài bởi có thể ảnh hưởng đến sức khỏe và sự phát triển của trẻ. Cảm ơn chị đã tin tưởng và gửi câu hỏi về Vinmec. Trân trọng!"
"Xin chào! Cháu thường xuyên căng thẳng, mệt mỏi và đau nửa đầu. Vậy cho cháu hỏi đây là dấu hiệu của bệnh gì? Cháu xin cảm ơn ạ!","Chào bạn, cảm ơn bạn đã gửi câu hỏi về cho Hệ thống Y tế Vinmec, với câu hỏi của bạn, tôi xin trả lời như sau: Đau nửa đầu có rất nhiều nguyên nhân gây ra. Nếu bạn thường xuyên đau đầu thì cần duy trì chế độ nghỉ ngơi và làm việc hợp lý. Nếu tình trạng này tiếp diễn lâu dài bạn cần đi khám chuyên khoa nội thần kinh để được chẩn đoán và điều trị phù hợp. Chúc bạn luôn khỏe mạnh!"
"Xin chào bác sĩ ạ! Em bị tinh dịch có phần đông giống như thạch là sao ạ? Mong bác sĩ tư vấn giúp em ạ. Xin chào bác sĩ ạ. Kết quả tinh dịch đồ của chồng em, thì tỷ lệ sống là 18% trong đó tiến tới là 3%, không tiến tới là 8%, không di động là 89%. Vậy có thực hiện phương pháp bơm tinh trùng (IUI) được không ạ? Em cảm ơn bác sĩ ạ.",Chào em! Với thắc mắc “tinh dịch có phần đông giống như thạch là sao?” Bác sĩ khuyên em nên đến cơ sở y tế để xét nghiệm tinh dịch đồ và tư vấn thêm chuyên khoa Nam học để có thông tin cụ thể hơn nhé. Kết quả xét nghiệm tinh dịch đồ cần được tiến hành nhiều lần và sử dụng thêm nhiều chỉ số khác mới có thể đánh giá được em nhé. Em có thể đến tại các bệnh viện để được các bác sĩ tư vấn thêm. Cảm ơn em đã tin tưởng Vinmec. Trân trọng!
