uuid,question,answer,url
18abe08a-c7ae-4fd3-a4a6-a4151d6414c8,"10. Are the variants more likely to cause infection, disease and death in people who are already vaccinated?","We are still learning about the ways that variants impact vaccination. The data we currently have available show us that COVID-19 vaccines are still very effective at preventing serious illness and death against all of the current variants of concern. It is important to note that the vaccines provide different levels of protection from infection, mild disease, severe disease, hospitalization and death. No vaccine is 100% effective. Even though COVID-19 vaccines are highly effective at protecting you against serious illness and death, some people will still get ill from COVID-19 after vaccination. You could also pass the virus on to others who are not vaccinated. This makes it very important to continue to practice protective measures, even after you have been fully vaccinated.It is more important than ever to get vaccinated as soon as it is your turn and continue to practice protective measures after vaccination.",https://www.who.int/news-room/questions-and-answers/item/coronavirus-disease-(covid-19)-variants-of-sars-cov-2
f9370964-4f7a-4a65-990c-58788c890661,11. What is the difference between a ‘mutation’ and a ‘variant’?,"Viruses are constantly evolving and changing. Every time a virus replicates (makes copies of itself), there is the potential for there to be changes in its structure. Each of these changes is a “mutation.” A virus with one or more mutations is called a “variant” of the original virus.  Some mutations can lead to changes in important characteristics of the virus, including characteristics that affect its ability to spread and/or its ability to cause more severe illness and death.",https://www.who.int/news-room/questions-and-answers/item/coronavirus-disease-(covid-19)-variants-of-sars-cov-2
2708e7de-40a6-4251-8525-cf6138e90f16,What is the EML antibiotic book?,"The EML antibiotic book is a resource to help countries and health care systems implement responsible use of antibiotics recommended by WHO for specific infections and contained in the WHO Model Lists of Essential Medicines. The book provides recommendations on the choice of antibiotics for common infectious diseases These recommendations are complemented by other suggestions on management strategies for infectious diseases, most of which have been derived by ‘expert consensus’ as scientific evidence was limited or absent. However, in some instances, which are specifically highlighted in the book, the guidance in the EML antibiotic book is based on and in full alignment with recommendations in WHO guidelines (e.g. for sexually transmitted infections).  The book will be finalized following feedback from a global public consultation. It is important that as many stakeholders as possible contribute their ‘real world’ input to the public consultation so that the guidance can be as close as possible to realities in different clinical settings.",https://www.who.int/news-room/questions-and-answers/item/the-who-essential-medicines-list-antibiotic-book
01bbad6c-2afd-41c1-887d-61e27a3a90d7,What kind of information does the EML antibiotic book provide?,"The EML antibiotic book provides information on which antibiotics to use for certain infections but, importantly, also emphasizes when disease management without antibiotics is the best approach. For example, the majority of upper respiratory tract infections, which are mostly viral and/or self-limiting, should not generally be treated with antibiotics. Antibiotics may be necessary in some cases - e.g. signs and symptoms of severe infections, severe immunosuppression, etc. – and the book also outlines these.",https://www.who.int/news-room/questions-and-answers/item/the-who-essential-medicines-list-antibiotic-book
b5c19abe-ba7d-4b40-a5a6-14ab43b4969e,How is the empiric use of Reserve antibiotics covered in the EML antibiotic book?,The EML antibiotic book has a section dedicated to Reserve antibiotics currently listed in the Model Lists of Essential Medicines. The book describes situations where empiric use of these last-resort antibiotics could be considered in clinical practice – e.g. seriously ill patients known to be colonized by multidrug-resistant organisms and who have not responded to other antibiotics and in whom other causes of treatment failure have been excluded.,https://www.who.int/news-room/questions-and-answers/item/the-who-essential-medicines-list-antibiotic-book
6a46885d-abf0-4d79-9b3d-08413f4146ed,How is the EML antibiotic book integrated with other WHO activities?,"The EML antibiotic book integrates closely with other WHO activities and tools to address antimicrobial resistance, such as the Global Antimicrobial Resistance and Use Surveillance System (GLASS), the Priority Pathogens List, the review of clinical and preclinical antibacterial pipelines and the antimicrobial stewardship toolkit; as well as the WHO Model List of Essential In Vitro Diagnostics. All these activities have been taken into account in the development of the EML antibiotic book, and will integrate and influence each other into the future.",https://www.who.int/news-room/questions-and-answers/item/the-who-essential-medicines-list-antibiotic-book
c6221faf-c903-44e0-b4aa-6c7df9cdeda4,In what settings is the EML antibiotic book intended to be used?,"The EML antibiotic book is intended for use by clinicians in both the primary care and hospital settings worldwide. It includes 20 chapters in the primary health care section and 17 in the hospital facility section. It is acknowledged that the majority of antibiotic use happens in the community, but hospitals are an ideal place for transmission of resistance, so it is important to improve antibiotic use in both settings. However, for the hospital setting, the book focuses on community-acquired infections. Nosocomial infections are mentioned in the sections covering the use of Reserve antibiotics and may be addressed in more detail in future editions. The recommendations are equally relevant for physicians and health professionals from low-, middle-, and high-income settings. This handbook can make a greater impact in those care settings where currently no or limited guidance on the management of common infections exist.",https://www.who.int/news-room/questions-and-answers/item/the-who-essential-medicines-list-antibiotic-book
06cb8606-6a11-4ecf-a4a0-3f45ea0cee58,What is AWaRe?,"AWaRe (Access, Watch, Reserve) is a classification system of antibiotics developed by WHO in 2017 and updated in 2019 and 2021 aimed at optimizing antibiotic use taking into account what is best for patients in terms of clinical effectiveness and minimal toxicity, while minimizing the risk of developing antimicrobial resistance.According to this system, antibiotics can fall into one of three groups:Access: antibiotics with a narrow spectrum of activity and a lower potential for the development of antimicrobial resistance compared to antibiotics in other AWaRe groups. They are recommended for the empiric treatment of most infections and therefore should be widely available.Watch: antibiotics with a higher potential for the development of antimicrobial resistance with very limited recommended indications for empiric use. Their use should be carefully monitored to avoid overuse.Reserve: antibiotics that should only be used when antibiotics from the other two classes cannot be used (e.g. due to infections caused by multidrug-resistant pathogens).All antibiotics listed in the WHO Model Lists of Essential Medicines are classified according to the AWaRe groups but there are many more antibiotics classified as Access, Watch or Reserve that are not included on the Model Lists.The 2021 AWaRe classification of antibiotics is available here.",https://www.who.int/news-room/questions-and-answers/item/the-who-essential-medicines-list-antibiotic-book
d1e4f497-c0e2-40d6-8e61-ebac7e466216,What is the additional value of the EML antibiotic book?,"The EML antibiotic book can supplement local guidance and help countries reach the target of 60% of antibiotic use coming from the Access group, established in the WHO 13th General Programme of Work (GPW 13) in 2018. The book puts a strong emphasis on symptomatic care for mild infections in otherwise healthy patients and on the use of Access antibiotics compared to other guidelines. It provides evidence-based guidance for the use of first and second-choice antibiotics for many common infections based on the AWaRe framework.",https://www.who.int/news-room/questions-and-answers/item/the-who-essential-medicines-list-antibiotic-book
92db9c92-47c4-469f-8ac8-e1c432c66e00,What does the EML antibiotic book add to AWaRe?,"The EML antibiotic book is a simple clinical guidance on how to best use antibiotics on the Model Lists of Essential Medicines in children and adults both in primary health care and hospital settings based on the principles of the AWaRe framework in particular by favouring the use of Access antibiotics where appropriate.Where applicable, the book explicitly mentions the need to consider risk factors for infections caused by multidrug-resistant pathogens especially in very sick patients where an inadequate empiric treatment is most likely to negatively affect cure and survival. Additionally, GLASS surveillance data are referenced where applicable and situations when local surveillance could be useful to inform empiric treatment are highlighted.",https://www.who.int/news-room/questions-and-answers/item/the-who-essential-medicines-list-antibiotic-book
909aac12-213d-4c8f-bdf8-4031adabd171,What is the role of Access antibiotics in the management of infections in primary care?,"Many infections in primary care can be safely managed without antibiotics, namely most upper respiratory tract infections. Nevertheless, when antibiotics are indicated, Access antibiotics remain “first choice”. Nine out of the ten most common infections in primary care are recommended to be managed with either no antibiotics or Access group antibiotics (the only exception being bacterial dysentery-bloody diarrhoea, where Watch antibiotics are recommended).",https://www.who.int/news-room/questions-and-answers/item/the-who-essential-medicines-list-antibiotic-book
8648770e-dfd4-4a2f-9c53-d9c2f8726c28,How were the infections covered in the EML antibiotic book selected?,The infections covered in the EML antibiotic book are those addressed in the current Model Lists of Essential Medicines. Antibiotic treatment of these infections has been comprehensively reviewed by the WHO EML antibiotics working group (a group of experts in infectious diseases and microbiology from around the world) and the WHO Expert Committee on Selection and Use of Essential Medicines. The book also includes guidance on the use of the Reserve antibiotics included on the current Model Lists.,https://www.who.int/news-room/questions-and-answers/item/the-who-essential-medicines-list-antibiotic-book
c1a3481d-ff59-4516-88c3-6f40f842272d,What was the choice of antibiotic treatment options for the different infections based on?,"The antibiotic book gives guidance on first- and second-choice antibiotics for the empiric treatment of common infections in line with the recommendation in the WHO Model Lists of Essential Medicines. These recommendations are based on a deliberative, structured, evidence-based and transparent development process that included assessments of clinical trials, systematic reviews and meta-analyses, and clinical practice guidelines.The quality of the evidence for each systematic review and meta-analysis was evaluated based on five factors:  Conclusions of the original authors (e.g. including overall quality of the evidence according to the GRADE assessment)Sample size of the studies Number of events Number of studies per outcome Publication year  A rating of high, moderate, low, or very low quality was assigned for each of these five factors. Clinical practice guidelines were rated using 11 attributes:  The overall objective(s) of the guideline is (are) specifically describedThe health question(s) covered by the guideline is (are) specifically describedThe population (patients, public, etc.) to whom the guideline is meant to apply is specifically describedThe guideline development group includes individuals from all the relevant professional groupsSystematic methods were used to search for evidenceThe criteria for selecting the evidence are clearly describedThe strengths and limitations of the body of evidence are clearly describedThe methods for formulating the recommendations are clearly describedThe health benefits, side effects, and risks have been considered in formulating the recommendationsThere is an explicit link between the recommendations and the supporting evidenceThe guideline has been externally reviewed by experts prior to its publicationGuidelines with scores of 70% or less were judged to be of low quality, while guidelines with scores of 80% or more were judged to be of high quality.",https://www.who.int/news-room/questions-and-answers/item/the-who-essential-medicines-list-antibiotic-book
3d9a6081-1569-43e3-8023-1d42f4b810f7,How were differences in the prevalence of antibiotic resistance among countries taken into account?,"The need to consider the local epidemiological context and individual risk factors is clearly highlighted in the book where relevant. However, the book does not give country-specific examples and users should take the local context into account in terms of when the use of an alternative empiric treatment may be preferable.",https://www.who.int/news-room/questions-and-answers/item/the-who-essential-medicines-list-antibiotic-book
82c4c21e-8601-499b-8cd3-7044b30d3901,What was the choice of antibiotic dose and treatment duration based on?,"Treatment dose and duration are based on non-systematic reviews of the literature and expert opinion within the EML antibiotic working group. Formal assessments of the quality of the evidence were not performed. The dose and duration of treatment should take into account the specific characteristics of the patient, the clinical setting, the situation and the available resources. Wherever possible, short treatment durations are suggested, and the need to adapt treatment based on microbiology result and to switch patients from intravenous to oral treatment is emphasized.",https://www.who.int/news-room/questions-and-answers/item/the-who-essential-medicines-list-antibiotic-book
551e9f5c-2667-4825-ba2e-193057a3ccd8,"How were differences in the availability of supportive tools (e.g. imaging, diagnostics) taken into account in the development of the EML antibiotic book?","The EML antibiotic book acknowledges that tests and imaging will differ based on local availabilities. For laboratory tests, the WHO Model List of Essential In Vitro Diagnostics was taken as a reference and only tests included in it are mentioned. For imaging, in general the most widely available and less expensive tests are suggested (e.g. ultrasound, X-ray).",https://www.who.int/news-room/questions-and-answers/item/the-who-essential-medicines-list-antibiotic-book
f3dceb63-775d-4ae4-bc32-41667546b6e9,How does the EML antibiotic book help prescribers decide whether their patient needs antibiotics?,"The EML antibiotic book presents the most common clinical presentations of a given syndrome, suggests diagnostic tests (based on the WHO Model List of Essential In Vitro Diagnostics) and imaging to better understand whether a bacterial infection is present and whether it is mild or severe. When available, the book also mentions scoring systems. However, it is clear that personal clinical judgement taking into account the circumstances of the individual patient remains key in terms of deciding how the case should be managed.",https://www.who.int/news-room/questions-and-answers/item/the-who-essential-medicines-list-antibiotic-book
324f7ff2-7578-4065-8459-334b89af5c47,What should be the role of the EML antibiotic book in relation to existing local or national guidelines?,"The EML antibiotic book is a complementary tool to fill potential gaps in existing guidelines. Furthermore, the antibiotic book with its focus on favouring the use of Access antibiotics could be used as a template for updating or adapting local guidelines to help reach the WHO target of 60% Access antibiotic use. Local specificities of the healthcare system, and prevalence of resistance among common pathogens causing infections should always be considered when using the book.",https://www.who.int/news-room/questions-and-answers/item/the-who-essential-medicines-list-antibiotic-book
5ba6c3bf-5502-4441-b44c-51e6e956e81f,What if there are differences between the EML antibiotic book and existing WHO guidelines?,"The EML antibiotic book is closely aligned with existing WHO guidelines (e.g. for sexually transmitted diseases, pneumonia in children and sepsis). If differences exist, these are clearly highlighted and justified in the text (e.g. changing prevalence of multidrug-resistant pathogens requiring different empiric treatment, new evidence from clinical trials of more effective and/or less toxic medicines). As new WHO guidelines may become available on topics covered in the book, these will ideally be incorporated in future updates of the book.",https://www.who.int/news-room/questions-and-answers/item/the-who-essential-medicines-list-antibiotic-book
4204c9cb-b69c-4a44-8f12-62f56d2f9ff8,What if a medicine recommended as first choice treatment option is not available in a given country?,"Even though all antibiotics recommended in the book are on the WHO Model Lists of Essential Medicines and should therefore be usually available, it is acknowledged that availability may be a problem in some settings or circumstances. In many instances potential first-choice alternatives are highlighted in the book.",https://www.who.int/news-room/questions-and-answers/item/the-who-essential-medicines-list-antibiotic-book
3fe8cde8-b963-435d-854c-67094a530dbb,How do the treatment recommendations in the EML antibiotic book take into account settings where the prevalence of multidrug-resistant organisms is very high?,"The EML antibiotic book covers empiric antibiotic treatment given when the diagnosis is based on the patient’s history and examination and test results are not yet available and its use in settings with a high prevalence of multidrug-resistant (MDR) organisms could require local adaptation based on local epidemiological data.Any decision to use antibiotics with broader spectrum (e.g. Watch antibiotics instead of Access antibiotics) should be based on solid data and should be balanced against the risk of further selecting for antibiotic resistance. To assist in this, the book explicitly mentions (where applicable) the need to consider risk factors for infections caused by multidrug-resistant pathogens especially in very sick patients where an inadequate empiric treatment is most likely to negatively affect cure and survival. Additionally, GLASS surveillance data are referenced where applicable and suggestions on when local surveillance could be useful to inform empiric treatment is given.",https://www.who.int/news-room/questions-and-answers/item/the-who-essential-medicines-list-antibiotic-book
66f0cd0f-bf49-460a-9d0e-e7a76ce3a9d7,Can the EML antibiotic book be adapted to the local setting?,"We encourage national and regional stakeholders to adapt the book or sections of it for their local use, taking into account the local microbiology epidemiology. However, despite the reality of differences in the epidemiology of multidrug-resistant (MDR) organisms, there is a strong emphasis in the book in avoiding overtreatment of patients with antibiotics with an unnecessarily broad spectrum of activity especially for mild presentations in otherwise healthy patients with no known risk factors for infections caused by MDR pathogens and this is valid everywhere.",https://www.who.int/news-room/questions-and-answers/item/the-who-essential-medicines-list-antibiotic-book
b2fe1fe8-0725-4702-9235-aeb9818ec175,What activities is WHO planning to help implement the use of the EML antibiotic book?,"WHO is currently planning the implementation phase and aims to assist countries in making use of the EML antibiotic book. WHO is committed to generating more evidence on how to improve antibiotic prescribing worldwide and will assist investigators in different settings in designing and analyzing studies about the impact of WHO recommendations on changing clinical decisions, reducing antimicrobial resistance, increasing knowledge about appropriate antibiotic appropriate use and enhancing quality of care.",https://www.who.int/news-room/questions-and-answers/item/the-who-essential-medicines-list-antibiotic-book
d70a0d24-dd06-4e72-aecc-5b281abd827b,Will the EML antibiotic book be regularly updated in the future?,"Yes. The EML antibiotic book will be updated periodically, adding additional chapters and maintaining alignment with updates to the WHO Model Lists of Essential Medicines.",https://www.who.int/news-room/questions-and-answers/item/the-who-essential-medicines-list-antibiotic-book
762c1ced-f6a4-4388-bd56-751fb657aaee,Where and in what formats will the EML antibiotic book be made available?,"The final version of the EML antibiotic book and infographics will be made available for free on the WHO website as downloadable PDF documents and also as a smartphone app. The infographics are intended to be a succinct resource for healthcare workers making treatment decisions with their patients, while the full book can be a useful resource for those wanting to know more about the various topics. The planned smartphone app which will incorporate the information from the infographics.",https://www.who.int/news-room/questions-and-answers/item/the-who-essential-medicines-list-antibiotic-book
1be6b6ad-b159-435e-b1fc-ad53ecf21a31,Will there be a short summary of the EML antibiotic book?,The EML antibiotic book is complemented by short summaries in the form of infographics (one for adults and one for children for each infection). These will be available on the WHO website as downloadable PDFs and will also be the basis for the smartphone app.,https://www.who.int/news-room/questions-and-answers/item/the-who-essential-medicines-list-antibiotic-book
335cbccd-494b-44bf-b734-56ae0461a471,Will the EML antibiotic book be available in different languages?,"For now, the EML antibiotic book is available only in English. Translation into other official UN languages is planned. National and regional stakeholders are also encouraged to translate the book or sections of it for their local use.",https://www.who.int/news-room/questions-and-answers/item/the-who-essential-medicines-list-antibiotic-book
aad3fd7b-790f-462d-8ff2-07b669bb2c1d,When will the EML antibiotic book be made available?,"The final version of the EML antibiotic book will be made available in mid-2022, following the public consultation phase. An official release date will be communicated following the end of the consultation period.",https://www.who.int/news-room/questions-and-answers/item/the-who-essential-medicines-list-antibiotic-book
3ab951f8-ec7a-48db-bf14-3ba783eb2b3e,1. Can mothers living with HIV breastfeed their children in the same way as mothers without HIV?,"WHO recommends that all mothers living with HIV should receive life-long antiretroviral therapy (ART) to support their health and to ensure the wellbeing of their infants.WHO released guidelines in July 2016 advising that, in countries that have opted to promote and support breastfeeding together with ART, mothers living with HIV who are on ART and adherent to therapy should breastfeed exclusively for the first 6 months, and then add complementary feeding until 12 months of age. Breastfeeding with complementary feeding may continue until 24 months of age or beyond.Previously, WHO advice was to breastfeed for 12 months but then stop breastfeeding if a nutritionally adequate and safe diet could be provided.The new guidance is based on scientific evidence that shows ART is very effective at preventing HIV transmission through breastfeeding as long as the mother is adherent to therapy. The new evidence means that mothers living with HIV and their children can benefit from the many advantages of breastfeeding – such as improved growth and development – in the same way as mothers who do not have HIV and their children. WHO recommendations emphasise the need for health systems to therefore achieve quality HIV services that reliably provide ART and continue to care for mothers living with HIV.",https://www.who.int/news-room/questions-and-answers/item/hiv-aids-infant-feeding-and-nutrition
3e4666a3-b76f-4a6d-8422-8cb42e4067d6,"2. Is mixed feeding better than no breastfeeding at all, if the mother is on HIV treatment?","Yes. Mothers living with HIV can be reassured that ART reduces the risk of post-natal HIV transmission even when the baby is on mixed feeding. Although exclusive breastfeeding is recommended for the first 6 months, mixed feeding is better than no breastfeeding. Encouraging mothers living with HIV to breastfeed exclusively is still strongly advised because it benefits the infant in many ways including, reduced illness, and improved growth and development.",https://www.who.int/news-room/questions-and-answers/item/hiv-aids-infant-feeding-and-nutrition
6e1f0e7e-06f6-44c6-984d-6d61cbf7377c,"3. If a mother on HIV treatment plans to return to work or school, is a shorter duration of breastfeeding better than no breastfeeding at all?",Yes. Mothers and health-care workers can be reassured that shorter durations of breastfeeding of less than 12 months are better than never initiating breastfeeding.,https://www.who.int/news-room/questions-and-answers/item/hiv-aids-infant-feeding-and-nutrition
8df9b014-8d0c-49cd-bfd0-c74069f12700,4. What can be done to support breastfeeding among mothers living with HIV?,"Governments and local authorities should actively promote and implement services to create a supportive environment for mothers living with HIV to remain adherent to treatment and to breastfeed their infants in all settings: at work, at community centres, in health clinics, and in their homes.",https://www.who.int/news-room/questions-and-answers/item/hiv-aids-infant-feeding-and-nutrition
a56cfec7-784a-4e27-99a6-b09c9f1b0d44,What are bupropion and varenicline?,Bupropion and varenicline are non-nicotine pharmacotherapies for smoking cessation. Bupropion may reduce cravings and symptoms of nicotine withdrawal through its competitive inhibitory effect on nicotinic receptors. Varenicline can reduce cravings and nicotine withdrawal symptoms through its ability to serve as a partial nicotine receptor agonist and a nicotine receptor antagonist.,https://www.who.int/news-room/questions-and-answers/item/q-a-inclusion-of-bupropion-and-varenicline-in-the-who-model-list-of-essential-medicines
849fc47a-8e9c-4336-a56b-87b4908076c0,How many tobacco cessation medications are on WHO Model List of Essential Medicines?,"In the latest edition of WHO EML, varenicline and bupropion are now listed under section 24.5 “Medicines for disorders due to psychoactive substance use”, together with nicotine replacement therapy (nicotine gum and patch). With these additions, a total of three pharmaceutical approaches for smoking cessation are now present on the WHO EML.",https://www.who.int/news-room/questions-and-answers/item/q-a-inclusion-of-bupropion-and-varenicline-in-the-who-model-list-of-essential-medicines
0327b504-b495-4bbe-bb0e-2aa45cd6c3b2,How can smokers access these medications?,WHO is encouraging governments to make them widely available by including them in national essential medicines list. Both medications are available by prescription in nearly 90 countries and partially or fully cost-covered in 45 countries.,https://www.who.int/news-room/questions-and-answers/item/q-a-inclusion-of-bupropion-and-varenicline-in-the-who-model-list-of-essential-medicines
e92e5573-c013-4ed1-b85a-84abaff318d8,What is the significance for tobacco users that bupropion and varenicline are on the WHO Essential Medicines List?,"The inclusion of the two medications on the WHO Essential Medicines List aims to encourage governments to broaden the support and services provided to help smokers quit tobacco. Both medications are providing alternative treatment options, as an addition to nicotine replacement therapy, for people who want to stop smoking. Tobacco users are also recommended to use other quitting tools such as toll-free quit lines, chatbots and quit apps like WhatsApp, Viber and Florence.",https://www.who.int/news-room/questions-and-answers/item/q-a-inclusion-of-bupropion-and-varenicline-in-the-who-model-list-of-essential-medicines
f5401887-c380-44dd-99a2-a645c95c72d6,What are the implications and policy recommendations of this announcement?,"The inclusion of two new non-nicotine smoking cessation medications on WHO EML calls for national governments to broaden the scope of tobacco cessation services provided. Countries should consider using WHO EML to update their national essential medicines lists and taking complementary measures such as voluntary licensing mechanisms, pooled procurement, and price negotiation to promote equitable and affordable access to three evidence-based smoking cessation medications.Countries should incorporate these medicines in more comprehensive approach to promote smoking cessation such as advice from physicians, national toll-free quit line and behavioral interventions delivered via mobile text messaging (mCessation).Countries should consider providing cost-coverage for the use of NRT, bupropion and varenicline by tobacco users.Countries should consider recommending NRT, bupropion and varenicline in their national clinical treatment guidelines for tobacco cessation following the upcoming WHO Clinical Treatment Guideline for Tobacco Cessation.",https://www.who.int/news-room/questions-and-answers/item/q-a-inclusion-of-bupropion-and-varenicline-in-the-who-model-list-of-essential-medicines
c34f89c5-5f71-469c-8dbd-fb51399840e9,What is the global tobacco cessation investment case?,"There are 1.3 billion tobacco users in the world and most of them live in low- and middle-income countries. The global investment case provides sound economic arguments for why increased investment in comprehensive tobacco cessation services globally saves lives and money. These services include proven interventions like brief advice, quit lines, digital quit tools (mCessation), nicotine replacement therapy, varenicline and bupropion.",https://www.who.int/news-room/questions-and-answers/item/q-a-global-and-national-tobacco-cessation-investment-cases
20280f0b-60fe-441f-8334-b465477e4ad6,What are the main arguments for prioritising investments in tobacco cessation services?,"The global investment case is based on an analysis of the return on investment in 124 low- and middle-income countries. It shows that by the time the quitters reach 65 years, 16 million lives would be saved and each dollar invested would have yielded $7.50 in gains. Tobacco is a major risk factor for non-communicable diseases, like cancer, lung disorders, diabetes and cardiovascular disease, which represent the highest burden of disease globally. Investing in tobacco cessation support saves lives, and fosters healthier populations and economies worldwide.",https://www.who.int/news-room/questions-and-answers/item/q-a-global-and-national-tobacco-cessation-investment-cases
a9faeb3c-3839-4cca-aeac-80ce5bd8c4ad,Why should countries develop national tobacco cessation investment cases?,"By building on the framework of the global investment case, the national investment cases represent a deep dive into economic and political contexts in countries and provides an economic rationale for national decision makers to invest in proven tobacco cessation interventions.",https://www.who.int/news-room/questions-and-answers/item/q-a-global-and-national-tobacco-cessation-investment-cases
64fdd434-abe7-4bf3-b756-b9a46f105fc2,What are the implications and policy recommendations of the tobacco cessation investment case?,It’s time to invest in tobacco cessation in LMICs. The case for investment in tobacco cessation has never been clearer- Investing 21 cents per capita annually for three population-level interventions can lead to 1.4 million lives saved by 2030; $1.68 per capita per year for comprehensive tobacco cessation interventions in 10 years saves 16 million lives.The national tobacco cessation investment case methodology incorporates both economic and political perspectives to ensure that the recommendations on domestic investment in tobacco cessation are made in the context of institutional capacities and economic and political environments.,https://www.who.int/news-room/questions-and-answers/item/q-a-global-and-national-tobacco-cessation-investment-cases
cbb8f264-e642-460d-a867-b27130959dc9,What is the WHO Cessation Consortium?,"The vision of the WHO Tobacco Cessation Consortium is that all tobacco users, particularly those in low- and middle-income countries, shall be aware of, and have access[1] to available and affordable evidence-based management and treatment services for tobacco dependence, to help them stop their tobacco use.   The mission of the Consortium is to support WHO’s activities in countries to strengthen and scale up services aimed at managing and treating tobacco dependence around the world, taking into consideration the needs and context of each country, and aiming that tobacco cessation strategies and tobacco dependence treatment measures are:Synergistic with other tobacco control measures; Based on the best available evidence of effectiveness; Accessible and affordable; Inclusive; and, Protected from all commercial and vested interests, including the tobacco industry.",https://www.who.int/news-room/questions-and-answers/item/who-cessation-consortium
f21dab56-46b2-467c-94b8-b95af709300e,What are the objectives of The Consortium?,"The objectives of The Consortium include:Advocacy, communication, and awareness-raising;Technical assistance for health systems strengthening;Promoting new and innovative approaches;Optimization of Resources;Strengthen networking and knowledge sharing; and,Research and Development on tobacco dependence treatment",https://www.who.int/news-room/questions-and-answers/item/who-cessation-consortium
dd3791a7-9fef-4783-9277-03e14e644d59,Who is part of The Consortium?,"The initial Working Groups planned under the Consortium are as follows:Tobacco Cessation Pharmacotherapies and Supply Working Group;Advocacy and Policy Working Group;Health Systems Strengthening and Capacity Building Working Group;Digital and Technology Working Group; and,Research and Development on Tobacco Dependence Treatment.The following entities can be members of The Consortium: Intergovernmental organizations;Nongovernment organizations (NGOs);Private sector entities organized through constituencies or international business associations;Philanthropic foundations; and,Academic institutions.",https://www.who.int/news-room/questions-and-answers/item/who-cessation-consortium
bd26cad7-950a-4e1e-b066-7e9635c17cf9,What are the implications and policy recommendations of The Consortium?,"The Consortium can be used as WHO’s vehicle for market shaping of NRTs, bupropion and varenicline, the three essential medicines for tobacco cessation to make them accessible and affordable in countries. The Consortium could also be used as a tool to pool funds for WHO’s tobacco cessation activities worldwide. The Consortium will serve as the incubator and hub for innovative solutions including digital technology solutions, such as AI tool, working closely with the Be Healthy Be Mobile Initiative of WHO-ITU.The Consortium could provide guidance on R&D focused on tobacco dependence treatment.The Consortium is expected to serve as a knowledge hub for countries to obtain the necessary resources and guidance needed for scaling up cessation services, tools, including updating their national essential medicines lists in line with Model WHO
EML list. To this effect they could look at complementary measures such as voluntary licensing mechanisms, pooled procurement, and price negotiation to promote equitable and affordable access to various behavioral counselling tools and pharmacotherapies.",https://www.who.int/news-room/questions-and-answers/item/who-cessation-consortium
6b4b85b1-b3a8-48e8-b29d-fdebd407d8f7,"What is myocarditis, pericarditis and myopericarditis?","Myocarditis is an inflammation of the heart muscle (myocardium) and pericarditis is an inflammation of the membrane around the heart (pericardium). When both heart muscle and the membrane are inflamed, the condition is known as myopericarditis. The most
common cause of myocarditis is viral infection, but it can also be caused by a bacterial infection, a reaction to a drug or an autoimmune disease.",https://www.who.int/news-room/questions-and-answers/item/q-a-on-myocarditis-and-covid-19-vaccines
57e769bd-eec7-4d6b-9732-da90225757ab,How do I know if I have myocarditis or pericarditis? What are the symptoms?,"For both myocarditis and pericarditis, symptoms include new and persistent chest pain, shortness of breath and heart palpitations (racing or pounding heartbeat). If you experience any of these symptoms, contact your doctor immediately.",https://www.who.int/news-room/questions-and-answers/item/q-a-on-myocarditis-and-covid-19-vaccines
e7567d53-5b63-4aef-a0fb-43f3385e208e,Can myocarditis and pericarditis be treated?,"The symptoms of myocarditis and pericarditis are usually mild to moderate and respond well to treatment. While severe cases need urgent medical attention and may need to be admitted to hospital, most go home after a few days with the right treatment and rest.",https://www.who.int/news-room/questions-and-answers/item/q-a-on-myocarditis-and-covid-19-vaccines
2c0957ec-87cd-4ba1-ac90-c9545bc9307b,Is there a link between some COVID-19 vaccines and myocarditis and pericarditis?,"There have been reports of very rare cases of myocarditis and pericarditis following mRNA COVID-19 vaccines (Pfizer and Moderna), most often after the second dose. While myocarditis and pericarditis can be caused by many factors, the currently available data suggest there is a potential relationship between these symptoms and the vaccines. More data are needed to understand this potential relationship better. Myocarditis and pericarditis are more likely to be caused by COVID-19 infection than COVID-19 vaccination. See reference Barda study",https://www.who.int/news-room/questions-and-answers/item/q-a-on-myocarditis-and-covid-19-vaccines
7de653c6-f2c5-4e5b-acf5-d0e22853aa0b,How common is myocarditis and/or pericarditis after vaccination with COVID-19 mRNA vaccines?,"Billions of people have been safely vaccinated against COVID-19. Reports of cases of myocarditis and pericarditis after vaccination with mRNA COVID-19 vaccines are very rare.  In August 2021, the number of cases of myocarditis reported after
vaccination for both COVID-19 mRNA vaccines in the US was about 40 cases per million people vaccinated after the second dose, mostly in males aged 12-29 years. The number was lower in males older than 30 years and in females of any age. Preliminary
data suggest that the occurrence of myocarditis/pericarditis following mRNA vaccines may be slightly higher with Moderna (Spikevax) than with Pfizer (Comirnaty) vaccine. Research is underway to understand and confirm these data.",https://www.who.int/news-room/questions-and-answers/item/q-a-on-myocarditis-and-covid-19-vaccines
